Desert,Mountain,Water,Land,Forest,Snow,Average_Temperature,Is_Raining,Had_A_Good_Sleep,Winner,Winner_Time,Second,Second_Time,Third,Third_Time
5286,4958,6539,3642,1378,3749,16,No,Yes,rat,191,dragon,200,tiger,209
4919,6878,466,2592,1948,8202,12,No,No,goat,176,monkey,185,horse,189
2079,7822,8966,6141,5187,5989,11,No,Yes,dragon,280,goat,289,monkey,289
9283,9209,8157,7762,5463,2496,39,No,Yes,ox,275,pig,281,rabbit,300
4424,1820,2523,2018,5461,8921,37,No,No,rabbit,149,ox,156,pig,184
3459,8879,5273,1942,414,108,25,No,Yes,dragon,134,rat,140,horse,159
8868,6821,3892,7084,7785,2772,12,No,Yes,horse,285,monkey,305,goat,314
3799,3115,7160,7501,4090,5864,38,No,No,pig,195,rabbit,196,ox,205
2389,3036,2758,7729,9534,394,33,No,Yes,snake,187,horse,187,pig,187
7786,8122,9901,1867,9183,8064,15,No,No,monkey,351,dragon,361,goat,383
9714,4428,8737,5101,5396,3362,38,No,No,pig,247,ox,255,rabbit,268
6184,8690,5720,1767,6401,4272,38,No,Yes,ox,224,pig,241,rabbit,244
9645,6469,8582,2252,5166,9455,12,No,Yes,monkey,334,dragon,343,goat,367
7222,1292,699,5596,4667,7133,34,No,No,dog,186,snake,199,horse,209
925,6377,1518,6805,5539,1663,11,No,No,horse,150,goat,156,rooster,156
9408,2942,431,575,761,3413,12,No,No,horse,149,monkey,151,dog,156
8979,4425,2206,1171,1253,88,17,No,No,rat,127,dog,139,snake,141
579,7619,698,8999,3590,6110,16,No,Yes,goat,175,horse,176,rooster,179
9792,5049,1108,4497,6638,4793,37,No,Yes,ox,176,rabbit,205,pig,228
2446,4087,3755,4247,6234,1304,40,No,No,ox,133,pig,133,rabbit,156
4905,4514,691,9369,2437,4003,14,No,No,horse,171,ox,200,goat,200
3609,4749,1275,8439,8464,6661,27,No,Yes,horse,237,goat,238,snake,245
7961,5920,3491,5409,2405,8876,35,No,No,rabbit,203,ox,210,pig,251
4701,4553,6621,8105,1823,2178,29,No,No,rat,204,horse,219,dog,226
6699,9130,2688,1913,3734,2766,39,No,No,ox,172,rabbit,195,rat,203
4187,6337,901,7859,7891,426,24,No,No,horse,184,snake,198,goat,208
81,5342,7799,7226,9021,101,23,No,Yes,tiger,217,pig,218,rooster,222
726,4901,4204,3773,4780,9687,22,No,Yes,goat,198,monkey,206,rooster,211
1183,4587,8534,8157,4071,4002,21,No,No,rat,233,dragon,242,rooster,242
6177,3095,7383,7259,6416,2505,37,No,Yes,pig,198,ox,211,rabbit,228
9293,9598,277,3004,7389,8760,24,No,No,goat,281,snake,283,monkey,283
293,6141,1430,291,1899,7942,11,No,Yes,goat,107,monkey,119,rooster,130
3963,3038,5306,5013,9896,226,10,No,Yes,pig,216,monkey,225,horse,226
4335,4194,1492,9614,6096,9247,22,No,No,horse,255,goat,257,dog,259
2639,4935,7203,7106,5112,805,19,No,Yes,rat,209,tiger,218,snake,221
1534,7616,6330,4512,8299,1231,14,No,No,dragon,229,goat,230,monkey,231
2979,6087,4848,2907,3390,4019,36,No,No,ox,167,rabbit,169,pig,170
9822,8446,3408,671,7444,1742,22,No,No,tiger,233,snake,234,rat,244
2106,293,5907,950,7229,8607,14,No,No,monkey,188,goat,209,rooster,220
3224,9026,6895,6242,6730,2090,15,No,No,horse,265,dragon,266,goat,272
5083,1906,6861,4200,7299,9177,39,No,Yes,rabbit,219,ox,228,pig,230
9306,3876,2320,40,824,6370,36,No,No,rabbit,153,ox,158,dog,171
1582,6526,5179,1923,7786,1391,31,No,Yes,tiger,174,monkey,184,snake,186
1799,9765,1357,3402,1286,5682,32,No,No,goat,147,horse,161,monkey,171
4815,1421,3913,5083,3149,2751,37,No,Yes,pig,131,ox,132,rabbit,136
5729,698,7703,2871,5705,4898,28,No,Yes,tiger,211,dog,215,snake,221
9581,9484,9990,3138,6673,2658,10,No,Yes,dragon,320,monkey,344,horse,359
6548,5708,5608,5991,6076,3825,19,No,Yes,rat,261,snake,261,dog,266
8028,5302,2792,5079,2934,3492,31,No,Yes,rat,208,dog,210,snake,214
9442,2510,7385,8372,1400,2304,15,No,Yes,horse,260,dragon,267,pig,277
4683,1977,9865,6251,3633,8511,30,No,Yes,dog,276,rat,277,tiger,288
873,1548,9377,5482,4060,8531,34,No,Yes,monkey,243,dog,243,rat,244
9648,5130,1303,5334,2485,3132,40,No,No,ox,154,rabbit,173,pig,195
918,7128,2935,7695,9377,5649,17,No,No,goat,231,rooster,236,horse,244
5206,6086,849,9327,4183,84,40,No,Yes,ox,122,pig,152,rabbit,156
1947,9473,1414,3888,3595,4001,12,No,Yes,goat,159,horse,167,rooster,179
31,6124,5837,2197,4673,3256,18,No,Yes,dragon,164,tiger,168,goat,168
5468,1804,6738,1159,3536,1818,18,No,Yes,tiger,153,rat,158,dragon,166
7663,6679,1735,404,3316,4690,39,No,Yes,ox,157,rabbit,172,snake,188
7086,7966,3939,9525,2451,6139,19,No,No,horse,272,rat,280,dog,288
3025,5154,9953,8399,39,3392,30,No,No,rat,214,dragon,226,horse,249
6443,2026,4162,5328,8737,9026,28,No,Yes,dog,265,snake,271,monkey,280
7255,7158,1731,8356,23,9531,27,No,No,horse,246,dog,259,rat,262
8173,3910,2352,7779,4391,114,38,No,No,ox,144,pig,164,rabbit,176
8148,6625,3629,2455,1846,2359,30,No,No,rat,185,snake,197,dog,200
8964,41,8590,420,204,2247,32,No,No,rat,148,tiger,161,dog,162
536,6026,4928,1235,1137,8051,24,No,Yes,goat,157,monkey,162,dragon,168
7918,5175,2802,5885,9613,5055,25,No,Yes,snake,269,dog,274,tiger,284
3232,8685,9290,8651,1402,887,33,No,Yes,rat,224,dragon,235,horse,249
9396,6947,9213,4161,8600,3811,38,No,Yes,pig,285,ox,288,rabbit,314
4902,3043,7001,7723,1760,2867,39,No,No,pig,166,rabbit,178,ox,182
634,1135,9109,6432,140,4826,20,No,No,rat,168,dragon,175,pig,179
8205,2439,7891,1425,5266,9037,12,No,Yes,monkey,278,dragon,295,goat,315
8619,8981,3696,6310,8629,8558,12,No,No,horse,347,goat,347,monkey,347
7684,4786,1110,3835,7396,8004,16,No,No,snake,243,dog,243,monkey,250
4031,4634,7958,9872,2587,2264,38,No,Yes,pig,182,ox,202,rabbit,204
4503,8491,4578,5420,4396,8509,40,No,No,rabbit,222,ox,226,pig,254
5051,5417,2815,4294,131,9972,34,No,No,goat,213,dog,216,monkey,217
2323,675,631,7210,38,3014,31,No,Yes,horse,92,rabbit,93,dog,100
5869,3104,8434,8863,472,4974,32,No,Yes,rat,233,dog,252,dragon,262
9769,6700,5708,1479,9760,610,16,No,No,tiger,243,snake,253,rat,265
7794,1345,9721,1786,7525,5176,29,No,No,tiger,247,dog,261,snake,265
6977,4298,7011,5640,7559,3006,24,No,No,tiger,264,snake,267,rat,268
5996,8932,7306,5215,4869,2016,32,No,No,rat,254,dragon,265,tiger,268
2114,6257,7618,9220,3695,8011,28,No,No,rat,288,goat,289,horse,290
2771,7765,6557,9263,7783,1380,11,No,No,horse,266,rooster,277,goat,283
2408,2598,9582,8455,8914,5608,39,No,Yes,pig,215,ox,245,rabbit,247
8649,1164,2141,1002,3495,4417,37,No,Yes,ox,136,rabbit,144,dog,149
5763,9128,3962,3952,8744,7338,10,No,Yes,goat,291,monkey,292,horse,307
3821,2980,6963,2440,9453,2427,40,No,Yes,pig,176,ox,193,tiger,200
7193,6121,2815,8110,4361,565,32,No,Yes,horse,208,rat,213,snake,222
9029,2747,5018,7427,1652,2540,31,No,No,rat,207,dog,214,snake,228
6867,1852,351,5273,3034,2290,27,No,No,dog,139,horse,145,snake,147
3698,3208,9664,7781,7933,2037,23,No,Yes,tiger,260,rat,265,pig,270
2219,6785,8852,5746,3485,498,27,No,Yes,rat,200,dragon,200,tiger,214
1038,7833,2997,6404,52,572,27,No,Yes,horse,121,rat,130,dragon,138
8367,8446,526,1877,4560,7,25,No,No,snake,173,horse,174,rat,177
1344,3587,8958,9117,3960,5876,22,No,Yes,rat,253,rooster,262,pig,265
749,5385,4074,7688,21,7112,17,No,No,horse,184,goat,184,rooster,184
3450,1983,2184,7446,1928,3368,36,No,Yes,ox,110,rabbit,110,pig,121
8707,8299,7392,6062,674,9473,14,No,No,dragon,330,horse,334,monkey,335
339,918,5953,4787,3102,6974,14,No,Yes,rooster,176,monkey,179,goat,183
526,381,8605,7684,2523,4117,10,No,Yes,pig,176,rooster,196,dragon,197
9471,3323,7232,2501,1996,3336,12,No,No,dragon,229,monkey,247,rat,256
6947,6218,1035,456,7322,646,34,No,Yes,snake,160,tiger,162,monkey,173
1071,9784,8003,7400,1421,8764,30,No,No,goat,271,rooster,277,dragon,278
9147,1642,697,4727,9009,8135,37,No,Yes,ox,177,rabbit,197,pig,230
3038,7519,9799,2654,8304,7866,13,No,No,monkey,299,dragon,308,goat,316
3465,4395,6207,4283,5559,8851,18,No,No,monkey,255,snake,260,dog,261
2577,2027,7699,5103,2438,5461,17,No,No,rat,199,dog,207,dragon,208
3268,6863,7460,5292,1317,409,38,No,No,pig,158,rat,173,dragon,178
3320,5974,9066,4238,3685,5191,18,No,No,rat,242,dragon,242,tiger,250
8103,2079,9988,1712,8655,8578,31,No,Yes,tiger,297,dog,305,snake,309
2291,5376,2257,2537,8882,3559,10,No,Yes,goat,180,monkey,180,horse,196
6702,444,9649,204,5819,4301,32,No,Yes,tiger,200,dog,217,rat,218
6668,2081,970,9797,7211,2858,36,No,Yes,ox,139,rabbit,171,pig,171
94,7035,6344,1630,5214,6429,20,No,Yes,goat,195,monkey,195,dragon,204
2778,4746,1956,5060,8488,6720,12,No,No,goat,213,monkey,219,horse,229
1101,7309,7400,9229,7557,2886,17,No,No,rooster,266,horse,270,rat,274
7384,1376,4293,5228,744,4099,36,No,Yes,rabbit,145,ox,151,pig,158
3341,1880,6458,5563,3099,6505,31,No,No,dog,212,rat,215,snake,220
4871,4050,5918,6655,3636,8432,37,No,Yes,rabbit,201,ox,214,pig,225
1921,3701,8583,2723,4880,1290,22,No,No,tiger,170,dragon,172,rat,177
4097,1650,5246,8129,7687,6427,32,No,Yes,dog,251,snake,256,tiger,268
8741,3368,8861,530,8532,4086,11,No,No,monkey,281,dragon,283,tiger,309
5862,5652,9402,8654,9850,1272,20,No,Yes,tiger,306,rat,311,snake,314
9700,9631,7051,3167,7485,4672,39,No,No,ox,280,pig,299,rabbit,305
8368,6137,9352,8494,3834,2692,31,No,No,rat,283,dog,311,tiger,312
7113,8199,4360,5429,2436,2258,14,No,Yes,horse,227,dragon,238,monkey,252
659,9721,2596,5054,5117,4136,32,No,No,goat,178,rooster,190,horse,191
3812,8589,1997,7363,6984,1681,32,No,No,horse,207,goat,221,snake,226
3948,5633,5508,6659,7775,7053,20,No,Yes,snake,284,goat,287,monkey,287
6471,2643,643,3336,1972,9046,31,No,Yes,dog,176,snake,188,monkey,189
6793,2057,7460,3595,5919,9360,34,No,No,dog,270,snake,279,tiger,282
8833,6177,6291,8031,657,1901,13,No,Yes,horse,250,dragon,260,rat,279
750,570,2660,1229,5829,8545,35,No,No,rabbit,111,ox,125,pig,137
7888,6616,4714,8560,5227,6323,10,No,Yes,horse,303,monkey,324,goat,325
2960,6638,7995,8460,3398,3448,30,No,Yes,rat,245,dragon,258,horse,259
9323,5485,5430,5344,8212,7749,11,No,No,monkey,333,horse,344,goat,352
132,4095,6520,4398,1900,2909,38,No,No,pig,123,rabbit,136,ox,146
8872,744,4407,6256,9964,8370,39,No,No,ox,226,rabbit,237,pig,251
9981,7845,1148,8562,7911,4804,19,No,Yes,horse,289,snake,296,dog,300
3965,8883,6136,4375,2314,5299,15,No,No,dragon,237,goat,247,horse,248
164,7579,8891,574,4681,170,14,No,Yes,dragon,140,monkey,174,rooster,185
6034,5437,3230,2512,6654,8025,40,No,Yes,ox,198,rabbit,205,pig,232
9466,4844,9548,3401,9385,4738,33,No,No,tiger,309,snake,322,rat,326
6914,7950,4457,4874,9717,6327,11,No,No,monkey,310,goat,315,horse,320
1145,6253,5576,1210,9195,6261,18,No,No,monkey,213,goat,217,tiger,221
4912,7432,9701,58,8280,5621,20,No,No,tiger,265,dragon,278,monkey,279
9057,4638,7016,3381,3541,8889,13,No,Yes,monkey,299,dragon,310,horse,323
9168,6854,6791,3554,3919,7998,29,No,Yes,rat,298,dog,301,snake,304
2965,8882,2661,8801,8622,8583,32,No,No,goat,279,horse,292,rooster,300
8593,2151,5732,4558,9556,480,38,No,No,pig,192,ox,193,tiger,225
2511,6754,1208,6183,882,3730,13,No,No,horse,140,goat,149,rooster,162
1642,2771,6283,6746,8171,9377,11,No,Yes,monkey,271,goat,272,rooster,273
105,3000,4636,3990,4623,7139,21,No,No,rooster,175,goat,176,monkey,178
8183,9133,5297,4333,7859,2751,10,No,Yes,horse,299,monkey,301,dragon,306
544,7756,8690,4041,8504,6036,28,No,No,monkey,270,tiger,271,goat,272
8868,6192,1259,1107,8238,4462,33,No,Yes,snake,218,dog,227,tiger,229
5127,2498,5411,1647,6643,6053,38,No,No,ox,187,rabbit,191,pig,191
5989,2226,347,8004,2357,6998,34,No,Yes,dog,184,horse,187,rabbit,200
2049,6065,9999,5696,460,9923,24,No,No,dragon,264,rat,265,monkey,278
6981,1685,5468,6758,3167,2328,32,No,Yes,rat,198,dog,200,snake,208
1184,186,1128,7141,6347,6000,18,No,No,dog,158,rooster,159,goat,162
4770,3653,9815,9891,5949,6267,23,No,No,rat,312,dog,319,tiger,327
1084,9451,2972,1679,2244,1228,40,No,No,ox,127,dragon,127,goat,127
8703,9664,6782,2648,8480,5067,18,No,No,tiger,315,snake,318,rat,324
703,5748,171,7960,7232,5852,15,No,No,goat,176,rooster,181,horse,185
6194,7498,781,5933,8739,5909,12,No,Yes,horse,256,goat,256,monkey,264
4412,1675,5439,7965,9035,8748,31,No,No,dog,280,snake,286,monkey,297
9239,8984,8159,3989,4105,9720,13,No,No,monkey,355,dragon,359,goat,372
4690,148,3169,9776,1743,8393,24,No,Yes,dog,201,rabbit,210,horse,216
7691,5190,3554,7834,6876,9641,14,No,Yes,horse,319,monkey,323,goat,325
8669,4146,9482,6074,1666,3485,28,No,No,rat,243,dog,266,dragon,269
2510,6331,7371,7264,9900,6017,29,No,No,snake,303,tiger,306,monkey,308
9175,8325,2728,6807,2807,6329,28,No,Yes,horse,271,rat,276,dog,279
5580,1488,9028,7196,2205,1384,31,No,No,rat,194,dog,213,tiger,216
5053,8034,5335,9637,4597,9482,25,No,Yes,horse,319,goat,323,rat,330
256,7396,3577,593,7034,6258,29,No,Yes,goat,166,monkey,171,rooster,185
6264,9880,1480,5935,3820,3740,30,No,Yes,horse,216,goat,232,rat,235
9232,9826,3499,1903,5952,8961,12,No,Yes,monkey,299,goat,307,horse,320
8638,8155,4683,4696,4185,2735,21,No,No,rat,247,snake,256,horse,260
2496,9586,6943,6593,8974,1125,19,No,Yes,tiger,267,snake,273,rat,274
7107,4355,6793,6073,7810,7715,21,No,Yes,dog,307,snake,309,tiger,317
3825,2724,2511,750,4893,9984,25,No,No,monkey,179,goat,186,dog,189
5217,7822,5230,1939,1579,4168,31,No,No,rat,194,dragon,198,tiger,210
4301,642,6224,6876,674,1234,38,No,Yes,pig,114,rabbit,133,ox,136
4263,1735,6359,7462,6785,1708,38,No,No,pig,159,ox,174,rabbit,193
7839,6828,9211,5637,3389,8931,16,No,Yes,rat,323,dog,336,snake,340
1722,7721,6065,4597,4010,4538,20,No,Yes,goat,220,dragon,221,rat,223
3996,5146,4232,2345,7725,2170,16,No,Yes,tiger,188,snake,193,monkey,199
9408,8793,4903,2318,7043,5407,11,No,No,monkey,298,horse,313,dragon,314
3342,722,7933,4592,4609,6381,14,No,No,monkey,231,dragon,235,pig,242
8467,1188,6855,2136,4788,6893,27,No,Yes,dog,231,tiger,239,snake,242
8819,1905,198,8815,6028,188,31,No,Yes,dog,179,horse,180,snake,184
6683,8386,8197,7755,1198,6519,23,No,Yes,rat,286,dragon,306,horse,311
581,5613,7358,3421,6780,2432,23,No,No,tiger,194,dragon,200,monkey,206
3692,5302,7653,624,5123,6357,28,No,Yes,tiger,222,monkey,224,dragon,226
6258,9105,7139,39,2509,6683,16,No,Yes,dragon,239,rat,245,monkey,248
4567,3855,9119,3227,518,1117,23,No,Yes,rat,158,dragon,163,tiger,177
2652,1177,2500,5458,4963,1441,40,No,Yes,ox,100,pig,100,rabbit,115
9253,6877,244,122,8790,2307,14,No,No,monkey,207,horse,219,goat,225
1549,8805,2549,4186,6967,9748,19,No,Yes,goat,221,monkey,239,rooster,247
5202,3337,2725,4439,3720,1827,32,No,No,rat,164,snake,164,dog,164
2944,3365,803,5995,6812,4940,32,No,No,horse,180,goat,182,snake,184
3083,461,1326,7925,7882,9427,33,No,No,dog,216,snake,225,goat,225
9559,944,9175,8814,9809,5907,27,No,Yes,dog,332,snake,342,tiger,346
6894,7329,9550,9307,2964,5109,20,No,Yes,rat,304,dragon,330,dog,333
1722,4169,4620,5771,6329,4486,18,No,No,goat,210,snake,212,rooster,213
8944,3234,8932,9550,7307,8713,28,No,No,dog,356,snake,367,rat,368
1995,2273,451,3395,8847,3518,14,No,No,goat,144,monkey,148,horse,156
9778,1593,5468,4979,3083,3710,18,No,Yes,dog,213,rat,217,snake,226
3923,5011,6421,5544,9546,1741,35,No,No,pig,194,ox,201,rabbit,232
7926,6925,4691,6257,2020,4939,40,No,Yes,ox,207,rabbit,211,pig,230
1153,8162,2601,3692,8589,8352,40,No,No,ox,190,rabbit,201,goat,211
7148,2174,3506,3333,4585,8014,28,No,No,dog,215,snake,224,monkey,231
7483,5021,3625,6343,6827,6383,38,No,No,ox,208,rabbit,223,pig,239
5430,7433,3787,5146,8056,2104,15,No,Yes,horse,245,monkey,253,goat,255
524,250,2550,112,2543,8349,29,No,Yes,monkey,101,goat,105,dog,113
3876,2218,7488,1995,6174,327,25,No,Yes,tiger,155,rat,171,dragon,175
1328,7615,9221,1060,263,1427,26,No,Yes,dragon,129,rat,148,tiger,162
8336,6323,8447,121,1597,6994,20,No,No,rat,243,dragon,247,tiger,255
4577,9417,9718,5606,3926,6037,16,No,No,rat,298,dragon,301,tiger,316
8238,1900,1041,2208,4499,2419,21,No,No,dog,145,snake,148,rat,160
204,8715,3813,2088,6590,6846,22,No,No,goat,184,monkey,198,rooster,203
7116,4911,8904,4468,8014,9654,35,No,No,rabbit,288,ox,293,pig,295
6560,4954,6379,1305,1201,9193,33,No,No,rat,235,dog,237,monkey,238
7694,5,758,4049,7426,1398,24,No,Yes,dog,146,snake,150,tiger,162
2820,5411,5751,6749,7662,8938,30,No,No,goat,284,monkey,288,snake,291
7837,744,523,8507,191,5857,12,No,Yes,horse,172,rabbit,179,ox,188
6231,760,1786,9111,8300,5545,14,No,No,horse,240,ox,250,monkey,260
7166,6917,2389,6538,6501,3906,12,No,Yes,horse,248,goat,268,monkey,268
7012,6049,2979,306,8283,4480,39,No,Yes,ox,184,rabbit,213,snake,216
6296,3042,7588,8906,5308,9063,14,No,Yes,horse,334,monkey,335,goat,346
8305,5041,7450,4886,6407,9698,11,No,No,monkey,336,goat,357,dragon,359
2538,4167,1829,5192,3201,839,37,No,No,ox,97,pig,110,rabbit,115
9383,9723,1922,5313,1525,3731,19,No,No,horse,229,rat,231,snake,245
7792,594,2978,1091,9561,8115,29,No,No,dog,217,snake,222,monkey,228
6902,8749,7407,4720,9958,9017,16,No,No,monkey,361,snake,362,tiger,365
8449,6811,9999,7564,4170,1167,15,No,Yes,dragon,300,horse,317,monkey,336
8283,6522,9246,7283,5065,7455,17,No,Yes,rat,337,dog,348,snake,353
6310,8747,7697,3762,7420,9258,36,No,No,ox,289,rabbit,292,pig,308
3078,6500,6081,588,6320,2950,36,No,No,pig,181,ox,186,tiger,186
8415,2591,312,1307,5069,6425,34,No,Yes,dog,172,snake,179,monkey,188
2811,2779,1077,434,9445,721,10,No,No,monkey,124,goat,132,tiger,142
7916,7343,9948,8970,6578,4903,30,No,Yes,rat,345,snake,361,tiger,363
1987,885,3798,3055,4062,2363,23,No,No,tiger,126,snake,127,dog,127
3599,2369,4382,1055,3862,1214,33,No,Yes,tiger,122,rat,130,snake,131
9951,3373,3745,1499,4473,2738,35,No,No,ox,173,rabbit,191,pig,192
9432,1235,7252,8829,3218,5412,25,No,No,dog,263,rat,268,snake,283
8344,3179,6890,8398,1132,1761,22,No,Yes,rat,210,dog,229,snake,241
7761,6912,6022,472,5891,8711,40,No,No,rabbit,249,ox,250,monkey,275
9795,7656,2452,6727,7623,1938,37,No,No,ox,201,pig,244,rabbit,245
382,7348,3067,5845,3653,2635,17,No,Yes,goat,159,horse,160,rooster,161
175,5223,9776,8234,7866,5754,37,No,No,pig,215,rabbit,243,ox,245
5387,7966,8181,5074,5331,4888,19,No,No,rat,282,dragon,289,tiger,290
1711,8095,9685,5066,190,3252,30,No,No,dragon,194,rat,200,tiger,229
9281,1567,1294,2197,473,1447,11,No,Yes,horse,137,dog,143,rat,147
8731,2773,9888,5195,6643,1127,31,No,No,tiger,257,rat,258,snake,271
8943,7474,2720,3829,5983,7656,13,No,Yes,monkey,286,horse,291,goat,293
855,4742,2101,7858,6409,45,14,No,Yes,horse,144,rooster,153,pig,161
6589,8900,7160,8704,1888,4484,11,No,No,horse,288,dragon,299,goat,318
691,1766,1851,8928,2743,3534,40,No,Yes,rabbit,94,ox,95,pig,103
4311,3649,3212,2655,5521,5145,31,No,Yes,snake,188,monkey,191,dog,191
411,4777,3624,6937,5834,4362,38,No,Yes,ox,147,pig,152,rabbit,155
5333,2711,5639,2496,3946,2191,12,No,No,dragon,184,monkey,190,horse,200
4435,6177,2578,9970,430,1306,32,No,Yes,horse,161,rat,176,dog,196
2737,5148,1489,5960,4302,2276,34,No,No,horse,151,snake,164,goat,164
2736,8442,812,4417,1419,7530,14,No,No,goat,166,horse,177,monkey,189
6960,2969,3379,6728,5377,960,25,No,No,dog,196,snake,197,rat,199
3366,3304,4340,9148,1172,8983,11,No,Yes,horse,232,goat,242,rabbit,246
4155,4191,2404,8752,9176,8603,22,No,Yes,goat,277,snake,279,dog,279
9024,5728,7024,873,9261,3481,15,No,Yes,monkey,283,dragon,293,horse,317
7533,4419,7065,7722,2622,9514,10,No,Yes,horse,323,monkey,325,dragon,336
5359,9736,3019,2448,4011,8890,37,No,No,ox,212,rabbit,213,goat,243
7380,6871,2196,4206,775,7869,12,No,Yes,horse,227,goat,234,monkey,234
2284,8794,1255,4544,2794,5706,36,No,Yes,ox,144,rabbit,150,goat,167
6502,7327,5420,3785,1112,8530,32,No,Yes,rat,254,monkey,263,dog,263
9472,4657,5106,3450,3003,7043,38,No,Yes,rabbit,216,ox,220,pig,243
9976,5150,3413,481,336,6378,19,No,No,rat,197,dog,199,snake,207
8191,858,6695,8517,6722,3724,21,No,Yes,dog,258,rat,269,snake,269
7358,404,4033,9471,1340,5219,36,No,No,rabbit,154,ox,159,pig,172
3955,9626,5177,7435,9549,1928,21,No,Yes,horse,279,snake,285,tiger,288
4271,4796,7790,6067,3707,5949,24,No,Yes,rat,252,dog,263,snake,264
4602,9269,6243,1090,8852,7974,34,No,No,monkey,279,goat,289,tiger,290
4184,5606,232,4185,4284,4151,22,No,No,horse,162,goat,165,snake,169
1907,9876,5043,4689,8830,8572,26,No,No,goat,271,monkey,283,rooster,294
1575,8704,4103,2725,7492,8476,31,No,No,goat,226,monkey,236,rooster,251
2696,8628,8706,2668,4463,9185,26,No,No,monkey,278,dragon,279,goat,285
4231,1268,600,8860,3589,4418,30,No,No,horse,159,dog,162,ox,167
6709,4344,2154,8556,9587,2394,17,No,No,snake,244,horse,246,dog,251
4616,6013,6093,4091,854,6940,16,No,No,rat,220,dragon,229,monkey,234
4547,8245,7184,8900,1872,8157,14,No,No,horse,303,goat,312,dragon,314
512,9380,629,614,5281,3425,39,No,No,goat,113,ox,118,monkey,132
1069,4319,8165,8880,359,2676,20,No,Yes,rat,183,dragon,194,pig,200
7964,8869,9480,8817,7797,5940,12,No,No,horse,395,dragon,400,monkey,401
3831,7969,7652,2906,4474,3630,18,No,Yes,dragon,230,rat,234,tiger,237
6488,4190,8081,3548,3136,7562,16,No,Yes,rat,258,dog,264,tiger,268
8700,5999,7403,1577,3607,7731,20,No,Yes,rat,274,dog,280,tiger,281
5240,792,5654,5615,5048,5089,24,No,No,dog,208,snake,218,rat,219
76,2494,1895,1583,9623,7717,14,No,No,goat,153,monkey,155,rooster,169
9654,9508,8031,9909,154,4514,24,No,Yes,rat,298,horse,324,dragon,334
8071,212,8021,2653,6473,8797,24,No,No,dog,260,tiger,269,snake,272
3672,7004,9856,1085,232,1089,13,No,No,dragon,148,rat,200,monkey,200
8775,7624,4420,870,6734,3885,23,No,Yes,tiger,244,snake,245,rat,253
6989,527,9514,1795,1309,7529,37,No,Yes,rabbit,195,pig,201,rat,217
5963,6238,1960,4652,5666,370,16,No,Yes,horse,182,snake,183,rat,189
1839,9773,7617,2577,8231,5155,30,No,No,goat,264,monkey,264,tiger,265
9912,7507,4390,7536,1380,6315,19,No,No,rat,277,horse,286,dog,286
3605,6054,4065,2210,2694,923,36,No,Yes,ox,135,pig,139,rat,146
9867,3828,6587,9999,8697,620,28,No,Yes,rat,297,snake,299,dog,299
2550,6870,569,9902,9175,5825,25,No,Yes,horse,234,goat,238,rooster,248
6775,9870,5045,6910,6619,3234,39,No,No,ox,233,pig,257,rabbit,263
1225,4987,1990,6397,5355,7345,29,No,Yes,goat,186,rooster,197,horse,201
490,6088,5374,8890,5068,6074,20,No,Yes,rooster,230,goat,236,horse,238
4408,9174,9175,8907,9049,3514,35,No,Yes,pig,272,ox,280,rabbit,306
7766,4899,6016,2324,2365,7158,25,No,No,rat,238,dog,241,snake,247
6126,7776,9458,8297,6052,8817,23,No,No,rat,363,snake,371,dog,373
6225,8022,5470,3807,2770,3118,24,No,No,rat,219,dragon,231,snake,234
5558,5178,3899,8310,372,5441,13,No,No,horse,215,goat,241,dragon,245
5936,635,348,7954,4634,5545,13,No,No,horse,184,ox,188,rabbit,202
883,2220,963,9488,3964,1642,38,No,No,ox,81,pig,93,rabbit,96
4586,2839,9617,9419,9403,7500,40,No,No,pig,257,ox,275,rabbit,277
2926,6931,9681,6495,3813,1896,16,No,Yes,rat,234,dragon,237,tiger,249
7545,2522,2469,942,353,3141,15,No,Yes,dragon,148,monkey,149,horse,151
3401,6438,7577,9952,2801,6268,12,No,Yes,horse,282,rooster,297,dragon,298
2344,4182,674,5045,1466,1731,13,No,No,horse,102,goat,116,rooster,123
7749,8118,5201,8591,9957,5503,11,No,No,horse,347,monkey,360,goat,363
1614,1038,2557,6972,6557,1722,25,No,No,pig,145,snake,152,horse,153
4226,3896,7068,236,1363,8289,25,No,Yes,dragon,199,monkey,200,rat,202
2884,1306,5808,6337,43,2348,30,No,Yes,rat,136,dog,151,pig,153
8658,7272,7573,2934,6414,3403,10,No,Yes,dragon,292,monkey,298,horse,312
7562,7673,3225,9228,8049,1924,24,No,No,horse,270,snake,281,rat,288
781,7323,2715,5171,6949,7998,11,No,Yes,goat,205,rooster,222,monkey,223
633,1104,1723,9318,8130,7661,38,No,No,ox,135,rabbit,140,pig,158
1318,9268,3678,5582,4177,3272,25,No,No,goat,192,horse,194,rooster,200
8998,1848,6500,7609,8506,5311,13,No,Yes,horse,326,monkey,327,pig,339
6161,5196,392,408,1884,3505,21,No,Yes,snake,134,dog,136,monkey,137
6511,7267,9324,9839,1350,1044,16,No,No,rat,247,dragon,274,horse,279
8190,3751,1700,7580,7888,5102,31,No,No,dog,249,snake,251,horse,259
2554,304,5636,8169,7527,3305,22,No,No,pig,203,dog,210,snake,212
4186,3479,9208,5753,856,6799,15,No,No,dragon,242,monkey,261,horse,269
